Ride_ID,Booking_DateTime,Date,Time,Hour,Day_of_Week,Month,Time_Period,Is_Weekend,City,Distance_KM,Duration_Min,Ride_Type,Base_Fare,Surge_Multiplier,Total_Fare,Fare_Per_KM,Speed_KMH,Distance_Category,Fare_Category,Status,Payment_Method,Rating,Driver_ID,Customer_ID
RIDE107844,2024-05-30 22:31:00,2024-05-30,22:31:00,22,Thursday,May,Night,Weekday,Hyderabad,5.68,10.4,Bike,15,1.2,44.69,7.87,32.77,Medium (5-15 km),Low (≤₹50),Completed,Card,3.0,DR9357,CUST66461
RIDE107845,2024-03-12 10:52:00,2024-03-12,10:52:00,10,Tuesday,March,Morning Peak,Weekday,Hyderabad,10.28,30.0,Sedan,60,2.0,415.6,40.43,20.56,Medium (5-15 km),Premium (₹300+),Completed,Card,5.0,DR8679,CUST43774
RIDE107846,2024-05-26 18:14:00,2024-05-26,18:14:00,18,Sunday,May,Evening Peak,Weekend,Chennai,10.49,20.9,SUV,100,2.0,598.3,57.04,30.11,Medium (5-15 km),Premium (₹300+),Completed,Card,5.0,DR2639,CUST77799
RIDE107847,2024-01-03 11:20:00,2024-01-03,11:20:00,11,Wednesday,January,Morning Peak,Weekday,Chennai,14.37,35.7,Premium,150,1.0,526.65,36.65,24.15,Medium (5-15 km),Premium (₹300+),Completed,Card,4.0,DR9670,CUST73525
RIDE107848,2024-03-01 22:00:00,2024-03-01,22:00:00,22,Friday,March,Night,Weekday,Bangalore,12.11,31.4,Auto,25,1.1,120.01,9.91,23.14,Medium (5-15 km),Medium (₹50-150),Completed,Cash,4.0,DR7692,CUST94868
RIDE107849,2024-03-04 07:58:00,2024-03-04,07:58:00,7,Monday,March,Early Morning,Weekday,Kolkata,9.32,17.5,SUV,100,1.0,274.8,29.48,31.95,Medium (5-15 km),High (₹150-300),Completed,UPI,4.0,DR9907,CUST31101
RIDE107850,2024-04-23 02:59:00,2024-04-23,02:59:00,2,Tuesday,April,Late Night,Weekday,Bangalore,6.06,22.0,Bike,15,1.2,53.02,8.75,16.53,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR7720,CUST42075
RIDE107851,2024-02-01 00:46:00,2024-02-01,00:46:00,0,Thursday,February,Late Night,Weekday,Kolkata,9.14,22.5,Auto,25,1.1,0.0,0.0,24.37,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR7125,CUST49295
RIDE107852,2024-01-12 14:31:00,2024-01-12,14:31:00,14,Friday,January,Afternoon,Weekday,Chennai,4.94,11.4,Auto,25,1.0,0.0,0.0,26.0,Short (0-5 km),Low (≤₹50),No Driver Available,,,DR9682,CUST19623
RIDE107853,2024-04-16 16:09:00,2024-04-16,16:09:00,16,Tuesday,April,Afternoon,Weekday,Mumbai,8.91,29.0,SUV,100,1.0,291.65,32.73,18.43,Medium (5-15 km),High (₹150-300),Completed,Card,3.0,DR8564,CUST73614
RIDE107854,2024-02-25 03:48:00,2024-02-25,03:48:00,3,Sunday,February,Late Night,Weekend,Ahmedabad,9.08,14.6,Premium,150,1.32,0.0,0.0,37.32,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR8887,CUST80264
RIDE107855,2024-06-03 20:49:00,2024-06-03,20:49:00,20,Monday,June,Night,Weekday,Chennai,18.63,35.5,Sedan,60,1.5,449.32,24.12,31.49,Long (15-30 km),Premium (₹300+),Completed,UPI,3.0,DR3270,CUST70454
RIDE107856,2024-03-30 16:50:00,2024-03-30,16:50:00,16,Saturday,March,Afternoon,Weekend,Delhi,5.75,24.3,SUV,100,1.0,234.85,40.84,14.2,Medium (5-15 km),High (₹150-300),Completed,UPI,2.0,DR6431,CUST81568
RIDE107857,2024-01-03 23:59:00,2024-01-03,23:59:00,23,Wednesday,January,Late Night,Weekday,Pune,28.3,60.0,Sedan,60,1.0,433.0,15.3,28.3,Long (15-30 km),Premium (₹300+),Completed,UPI,2.0,DR5317,CUST82076
RIDE107858,2024-05-22 14:21:00,2024-05-22,14:21:00,14,Wednesday,May,Afternoon,Weekday,Hyderabad,8.88,28.7,Bike,15,1.0,55.99,6.31,18.56,Medium (5-15 km),Medium (₹50-150),Completed,UPI,5.0,DR4543,CUST33599
RIDE107859,2024-05-17 20:18:00,2024-05-17,20:18:00,20,Friday,May,Night,Weekday,Pune,1.15,5.0,Premium,150,1.8,333.9,290.35,13.8,Short (0-5 km),Premium (₹300+),Completed,UPI,3.0,DR9595,CUST18550
RIDE107860,2024-06-12 15:05:00,2024-06-12,15:05:00,15,Wednesday,June,Afternoon,Weekday,Mumbai,10.1,22.3,Auto,25,1.0,92.22,9.13,27.17,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR2961,CUST84112
RIDE107861,2024-03-09 01:13:00,2024-03-09,01:13:00,1,Saturday,March,Late Night,Weekend,Hyderabad,6.67,18.8,SUV,100,1.44,342.22,51.31,21.29,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR5060,CUST37662
RIDE107862,2024-04-08 14:49:00,2024-04-08,14:49:00,14,Monday,April,Afternoon,Weekday,Hyderabad,18.95,40.3,SUV,100,1.0,464.85,24.53,28.21,Long (15-30 km),Premium (₹300+),Completed,Wallet,4.0,DR1529,CUST98165
RIDE107863,2024-05-19 13:31:00,2024-05-19,13:31:00,13,Sunday,May,Afternoon,Weekend,Delhi,13.19,24.3,Sedan,60,1.2,274.02,20.77,32.57,Medium (5-15 km),High (₹150-300),Completed,Wallet,5.0,DR2713,CUST22989
RIDE107864,2024-06-05 13:51:00,2024-06-05,13:51:00,13,Wednesday,June,Afternoon,Weekday,Ahmedabad,8.54,19.7,Bike,15,1.0,50.47,5.91,26.01,Medium (5-15 km),Medium (₹50-150),Completed,UPI,4.0,DR9536,CUST42684
RIDE107865,2024-03-03 11:24:00,2024-03-03,11:24:00,11,Sunday,March,Morning Peak,Weekend,Kolkata,2.01,15.9,Sedan,60,1.2,124.74,62.06,7.58,Short (0-5 km),Medium (₹50-150),Completed,Wallet,5.0,DR9358,CUST31683
RIDE107866,2024-02-16 14:00:00,2024-02-16,14:00:00,14,Friday,February,Afternoon,Weekday,Kolkata,18.61,51.2,Bike,15,1.0,50.0,2.69,21.81,Long (15-30 km),Low (≤₹50),Cancelled,,,DR8735,CUST75423
RIDE107867,2024-04-26 15:15:00,2024-04-26,15:15:00,15,Friday,April,Afternoon,Weekday,Mumbai,11.53,35.6,Auto,25,1.0,0.0,0.0,19.43,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR9285,CUST51050
RIDE107868,2024-01-16 14:53:00,2024-01-16,14:53:00,14,Tuesday,January,Afternoon,Weekday,Ahmedabad,12.09,33.6,Mini,40,1.0,158.23,13.09,21.59,Medium (5-15 km),High (₹150-300),Completed,Cash,4.0,DR1875,CUST97050
RIDE107869,2024-03-07 13:50:00,2024-03-07,13:50:00,13,Thursday,March,Afternoon,Weekday,Hyderabad,17.98,32.5,Premium,150,1.0,590.85,32.86,33.19,Long (15-30 km),Premium (₹300+),Completed,Cash,1.0,DR6643,CUST49216
RIDE107870,2024-04-06 02:08:00,2024-04-06,02:08:00,2,Saturday,April,Late Night,Weekend,Delhi,16.02,43.4,SUV,100,1.44,0.0,0.0,22.15,Long (15-30 km),Low (≤₹50),Cancelled,,,DR3879,CUST93868
RIDE107871,2024-02-16 17:41:00,2024-02-16,17:41:00,17,Friday,February,Evening Peak,Weekday,Kolkata,11.11,28.5,Bike,15,1.5,93.87,8.45,23.39,Medium (5-15 km),Medium (₹50-150),Completed,UPI,4.0,DR2977,CUST93959
RIDE107872,2024-06-16 18:55:00,2024-06-16,18:55:00,18,Sunday,June,Evening Peak,Weekend,Chennai,4.69,11.7,Auto,25,1.44,82.4,17.57,24.05,Short (0-5 km),Medium (₹50-150),Completed,Card,4.0,DR2697,CUST25480
RIDE107873,2024-05-16 10:44:00,2024-05-16,10:44:00,10,Thursday,May,Morning Peak,Weekday,Mumbai,16.37,34.8,Sedan,60,1.0,275.9,16.85,28.22,Long (15-30 km),High (₹150-300),Completed,Cash,4.0,DR3726,CUST23304
RIDE107874,2024-06-19 22:47:00,2024-06-19,22:47:00,22,Wednesday,June,Night,Weekday,Mumbai,4.63,21.4,Auto,25,1.1,70.62,15.25,12.98,Short (0-5 km),Medium (₹50-150),Completed,UPI,5.0,DR2011,CUST24705
RIDE107875,2024-05-20 23:52:00,2024-05-20,23:52:00,23,Monday,May,Late Night,Weekday,Chennai,10.79,24.2,Bike,15,1.0,59.47,5.51,26.75,Medium (5-15 km),Medium (₹50-150),Completed,Card,4.0,DR4679,CUST11575
RIDE107876,2024-06-07 16:03:00,2024-06-07,16:03:00,16,Friday,June,Afternoon,Weekday,Kolkata,1.0,5.0,SUV,100,1.0,125.0,125.0,12.0,Short (0-5 km),Medium (₹50-150),Completed,UPI,3.0,DR1782,CUST23553
RIDE107877,2024-04-16 22:21:00,2024-04-16,22:21:00,22,Tuesday,April,Night,Weekday,Chennai,6.68,25.0,SUV,100,1.1,275.22,41.2,16.03,Medium (5-15 km),High (₹150-300),Completed,UPI,5.0,DR5721,CUST10904
RIDE107878,2024-04-02 07:27:00,2024-04-02,07:27:00,7,Tuesday,April,Early Morning,Weekday,Mumbai,11.53,27.3,Premium,150,1.0,448.85,38.93,25.34,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR5273,CUST92021
RIDE107879,2024-01-03 19:33:00,2024-01-03,19:33:00,19,Wednesday,January,Evening Peak,Weekday,Pune,8.51,24.6,Bike,15,1.2,63.4,7.45,20.76,Medium (5-15 km),Medium (₹50-150),Completed,Card,3.0,DR8154,CUST27055
RIDE107880,2024-02-08 18:11:00,2024-02-08,18:11:00,18,Thursday,February,Evening Peak,Weekday,Hyderabad,14.43,35.8,Bike,15,2.0,152.38,10.56,24.18,Medium (5-15 km),High (₹150-300),Completed,Card,4.0,DR9837,CUST49432
RIDE107881,2024-03-10 13:04:00,2024-03-10,13:04:00,13,Sunday,March,Afternoon,Weekend,Ahmedabad,9.31,23.2,Sedan,60,1.0,187.9,20.18,24.08,Medium (5-15 km),High (₹150-300),Completed,Cash,5.0,DR7461,CUST97937
RIDE107882,2024-06-10 21:45:00,2024-06-10,21:45:00,21,Monday,June,Night,Weekday,Kolkata,2.46,12.1,Premium,150,1.0,25.0,10.16,12.2,Short (0-5 km),Low (≤₹50),Cancelled,,,DR1086,CUST11688
RIDE107883,2024-01-26 20:33:00,2024-01-26,20:33:00,20,Friday,January,Night,Weekday,Chennai,18.25,37.7,Premium,150,2.0,25.0,1.37,29.05,Long (15-30 km),Low (≤₹50),Cancelled,,,DR7318,CUST86786
RIDE107884,2024-06-02 23:23:00,2024-06-02,23:23:00,23,Sunday,June,Late Night,Weekend,Hyderabad,11.36,24.9,SUV,100,1.32,422.66,37.21,27.37,Medium (5-15 km),Premium (₹300+),Completed,Wallet,3.0,DR1875,CUST82091
RIDE107885,2024-03-05 21:30:00,2024-03-05,21:30:00,21,Tuesday,March,Night,Weekday,Kolkata,17.25,39.6,SUV,100,1.0,437.95,25.39,26.14,Long (15-30 km),Premium (₹300+),Completed,Wallet,5.0,DR6686,CUST60007
RIDE107886,2024-02-14 05:43:00,2024-02-14,05:43:00,5,Wednesday,February,Early Morning,Weekday,Chennai,12.67,20.9,Premium,150,1.0,455.65,35.96,36.37,Medium (5-15 km),Premium (₹300+),Completed,Cash,5.0,DR9449,CUST79186
RIDE107887,2024-01-19 20:53:00,2024-01-19,20:53:00,20,Friday,January,Night,Weekday,Chennai,6.97,15.3,Bike,15,1.2,52.27,7.5,27.33,Medium (5-15 km),Medium (₹50-150),Completed,Cash,4.0,DR6194,CUST94257
RIDE107888,2024-05-13 05:24:00,2024-05-13,05:24:00,5,Monday,May,Early Morning,Weekday,Mumbai,14.33,37.0,Auto,25,1.1,136.84,9.55,23.24,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,2.0,DR8452,CUST51338
RIDE107889,2024-01-15 14:44:00,2024-01-15,14:44:00,14,Monday,January,Afternoon,Weekday,Ahmedabad,3.62,9.7,SUV,100,1.0,173.7,47.98,22.39,Short (0-5 km),High (₹150-300),Completed,Wallet,3.0,DR2213,CUST69729
RIDE107890,2024-05-09 00:26:00,2024-05-09,00:26:00,0,Thursday,May,Late Night,Weekday,Kolkata,16.82,42.3,Premium,150,1.1,50.0,2.97,23.86,Long (15-30 km),Low (≤₹50),Cancelled,,,DR2151,CUST77051
RIDE107891,2024-05-28 06:00:00,2024-05-28,06:00:00,6,Tuesday,May,Early Morning,Weekday,Delhi,11.56,21.7,Premium,150,1.0,435.45,37.67,31.96,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR8058,CUST75838
RIDE107892,2024-03-10 04:55:00,2024-03-10,04:55:00,4,Sunday,March,Late Night,Weekend,Kolkata,8.24,28.2,Sedan,60,1.1,203.17,24.66,17.53,Medium (5-15 km),High (₹150-300),Completed,Wallet,3.0,DR4900,CUST51510
RIDE107893,2024-03-28 19:57:00,2024-03-28,19:57:00,19,Thursday,March,Evening Peak,Weekday,Kolkata,13.72,30.8,SUV,100,1.5,551.1,40.17,26.73,Medium (5-15 km),Premium (₹300+),Completed,Cash,4.0,DR2841,CUST96140
RIDE107894,2024-05-09 08:43:00,2024-05-09,08:43:00,8,Thursday,May,Morning Peak,Weekday,Delhi,17.48,45.5,Bike,15,1.3,25.0,1.43,23.05,Long (15-30 km),Low (≤₹50),Cancelled,,,DR4029,CUST98407
RIDE107895,2024-03-01 16:02:00,2024-03-01,16:02:00,16,Friday,March,Afternoon,Weekday,Bangalore,5.62,8.9,Premium,150,1.0,25.0,4.45,37.89,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR1949,CUST87889
RIDE107896,2024-03-15 13:04:00,2024-03-15,13:04:00,13,Friday,March,Afternoon,Weekday,Kolkata,16.59,47.2,Premium,150,1.0,599.8,36.15,21.09,Long (15-30 km),Premium (₹300+),Completed,Cash,5.0,DR5562,CUST19521
RIDE107897,2024-05-12 03:16:00,2024-05-12,03:16:00,3,Sunday,May,Late Night,Weekend,Kolkata,18.58,35.3,Mini,40,1.32,271.08,14.59,31.58,Long (15-30 km),High (₹150-300),Completed,UPI,3.0,DR4640,CUST66257
RIDE107898,2024-02-21 04:09:00,2024-02-21,04:09:00,4,Wednesday,February,Late Night,Weekday,Mumbai,7.41,21.9,Bike,15,1.2,57.82,7.8,20.3,Medium (5-15 km),Medium (₹50-150),Completed,UPI,5.0,DR1074,CUST19579
RIDE107899,2024-02-24 09:31:00,2024-02-24,09:31:00,9,Saturday,February,Morning Peak,Weekend,Bangalore,17.83,41.7,Bike,15,1.2,107.21,6.01,25.65,Long (15-30 km),Medium (₹50-150),Completed,Wallet,4.0,DR7913,CUST60767
RIDE107900,2024-05-03 11:04:00,2024-05-03,11:04:00,11,Friday,May,Morning Peak,Weekday,Kolkata,12.06,37.4,SUV,100,1.0,355.7,29.49,19.35,Medium (5-15 km),Premium (₹300+),Completed,Card,5.0,DR1412,CUST41762
RIDE107901,2024-06-08 23:58:00,2024-06-08,23:58:00,23,Saturday,June,Late Night,Weekend,Bangalore,13.07,30.6,Premium,150,1.32,0.0,0.0,25.63,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR2406,CUST48916
RIDE107902,2024-02-29 17:15:00,2024-02-29,17:15:00,17,Thursday,February,Evening Peak,Weekday,Ahmedabad,12.17,20.3,Bike,15,1.3,25.0,2.05,35.97,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR4596,CUST11822
RIDE107903,2024-05-20 20:12:00,2024-05-20,20:12:00,20,Monday,May,Night,Weekday,Hyderabad,16.13,42.3,Premium,150,1.0,0.0,0.0,22.88,Long (15-30 km),Low (≤₹50),No Driver Available,,,DR5800,CUST66285
RIDE107904,2024-05-05 03:22:00,2024-05-05,03:22:00,3,Sunday,May,Late Night,Weekend,Delhi,19.97,53.4,Mini,40,1.44,335.79,16.81,22.44,Long (15-30 km),Premium (₹300+),Completed,UPI,5.0,DR4014,CUST73968
RIDE107905,2024-01-14 07:10:00,2024-01-14,07:10:00,7,Sunday,January,Early Morning,Weekend,Bangalore,2.19,18.5,SUV,100,1.2,203.82,93.07,7.1,Short (0-5 km),High (₹150-300),Completed,Cash,4.0,DR6008,CUST35594
RIDE107906,2024-04-24 08:22:00,2024-04-24,08:22:00,8,Wednesday,April,Morning Peak,Weekday,Pune,21.5,42.3,Premium,150,2.0,1371.5,63.79,30.5,Long (15-30 km),Premium (₹300+),Completed,Card,5.0,DR5051,CUST84672
RIDE107907,2024-03-18 00:34:00,2024-03-18,00:34:00,0,Monday,March,Late Night,Weekday,Delhi,9.1,21.5,Auto,25,1.0,86.62,9.52,25.4,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR5490,CUST78287
RIDE107908,2024-02-10 15:28:00,2024-02-10,15:28:00,15,Saturday,February,Afternoon,Weekend,Pune,7.43,9.9,Auto,25,1.1,0.0,0.0,45.03,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR8401,CUST89112
RIDE107909,2024-02-17 05:29:00,2024-02-17,05:29:00,5,Saturday,February,Early Morning,Weekend,Mumbai,18.29,38.9,Mini,40,1.2,248.32,13.58,28.21,Long (15-30 km),High (₹150-300),Completed,UPI,4.0,DR6155,CUST73451
RIDE107910,2024-06-06 20:24:00,2024-06-06,20:24:00,20,Thursday,June,Night,Weekday,Hyderabad,18.89,46.5,Sedan,60,1.5,477.98,25.3,24.37,Long (15-30 km),Premium (₹300+),Completed,Wallet,5.0,DR4290,CUST51834
RIDE107911,2024-01-31 14:01:00,2024-01-31,14:01:00,14,Wednesday,January,Afternoon,Weekday,Ahmedabad,15.84,46.2,Mini,40,1.0,197.08,12.44,20.57,Long (15-30 km),High (₹150-300),Completed,Cash,5.0,DR2799,CUST71309
RIDE107912,2024-01-13 06:51:00,2024-01-13,06:51:00,6,Saturday,January,Early Morning,Weekend,Ahmedabad,13.56,36.5,Premium,150,1.0,512.45,37.79,22.29,Medium (5-15 km),Premium (₹300+),Completed,Cash,3.0,DR2685,CUST66100
RIDE107913,2024-05-28 08:21:00,2024-05-28,08:21:00,8,Tuesday,May,Morning Peak,Weekday,Hyderabad,3.96,7.7,Bike,15,2.0,61.46,15.52,30.86,Short (0-5 km),Medium (₹50-150),Completed,UPI,4.0,DR8609,CUST27501
RIDE107914,2024-03-12 08:40:00,2024-03-12,08:40:00,8,Tuesday,March,Morning Peak,Weekday,Ahmedabad,18.26,35.5,SUV,100,1.2,50.0,2.74,30.86,Long (15-30 km),Low (≤₹50),Cancelled,,,DR8335,CUST92576
RIDE107915,2024-06-14 18:44:00,2024-06-14,18:44:00,18,Friday,June,Evening Peak,Weekday,Bangalore,5.56,20.2,Bike,15,1.0,41.78,7.51,16.51,Medium (5-15 km),Low (≤₹50),Completed,Wallet,4.0,DR3751,CUST36066
RIDE107916,2024-05-03 19:53:00,2024-05-03,19:53:00,19,Friday,May,Evening Peak,Weekday,Bangalore,17.48,45.8,SUV,100,2.0,907.6,51.92,22.9,Long (15-30 km),Premium (₹300+),Completed,Wallet,5.0,DR9744,CUST63796
RIDE107917,2024-06-19 10:00:00,2024-06-19,10:00:00,10,Wednesday,June,Morning Peak,Weekday,Kolkata,2.81,20.5,Premium,150,1.0,257.45,91.62,8.22,Short (0-5 km),High (₹150-300),Completed,Wallet,4.0,DR6517,CUST78955
RIDE107918,2024-04-12 11:06:00,2024-04-12,11:06:00,11,Friday,April,Morning Peak,Weekday,Delhi,3.53,18.3,SUV,100,1.0,0.0,0.0,11.57,Short (0-5 km),Low (≤₹50),No Driver Available,,,DR1477,CUST41175
RIDE107919,2024-03-23 11:23:00,2024-03-23,11:23:00,11,Saturday,March,Morning Peak,Weekend,Delhi,12.36,39.3,Auto,25,1.2,139.53,11.29,18.87,Medium (5-15 km),Medium (₹50-150),Completed,Wallet,5.0,DR1839,CUST64526
RIDE107920,2024-04-12 20:01:00,2024-04-12,20:01:00,20,Friday,April,Night,Weekday,Pune,7.89,28.7,Premium,150,2.0,0.0,0.0,16.49,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR8922,CUST72921
RIDE107921,2024-06-17 05:40:00,2024-06-17,05:40:00,5,Monday,June,Early Morning,Weekday,Delhi,10.48,22.1,Sedan,60,1.1,217.75,20.78,28.45,Medium (5-15 km),High (₹150-300),Completed,UPI,4.0,DR4503,CUST80771
RIDE107922,2024-01-09 00:57:00,2024-01-09,00:57:00,0,Tuesday,January,Late Night,Weekday,Kolkata,14.04,33.1,Sedan,60,1.2,300.06,21.37,25.45,Medium (5-15 km),Premium (₹300+),Completed,Wallet,4.0,DR3260,CUST41957
RIDE107923,2024-04-18 18:44:00,2024-04-18,18:44:00,18,Thursday,April,Evening Peak,Weekday,Delhi,12.0,33.9,Mini,40,1.8,284.22,23.68,21.24,Medium (5-15 km),High (₹150-300),Completed,Card,4.0,DR9639,CUST69363
RIDE107924,2024-02-13 02:36:00,2024-02-13,02:36:00,2,Tuesday,February,Late Night,Weekday,Delhi,8.45,16.6,Premium,150,1.0,360.5,42.66,30.54,Medium (5-15 km),Premium (₹300+),Completed,UPI,5.0,DR2804,CUST66628
RIDE107925,2024-03-25 02:26:00,2024-03-25,02:26:00,2,Monday,March,Late Night,Weekday,Mumbai,16.12,45.8,Mini,40,1.1,0.0,0.0,21.12,Long (15-30 km),Low (≤₹50),Cancelled,,,DR2667,CUST52812
RIDE107926,2024-02-20 10:30:00,2024-02-20,10:30:00,10,Tuesday,February,Morning Peak,Weekday,Mumbai,18.0,32.2,Mini,40,1.8,356.76,19.82,33.54,Long (15-30 km),Premium (₹300+),Completed,UPI,5.0,DR8943,CUST17686
RIDE107927,2024-02-17 00:03:00,2024-02-17,00:03:00,0,Saturday,February,Late Night,Weekend,Pune,15.54,33.4,SUV,100,1.32,527.87,33.97,27.92,Long (15-30 km),Premium (₹300+),Completed,Wallet,5.0,DR8391,CUST79336
RIDE107928,2024-05-28 00:58:00,2024-05-28,00:58:00,0,Tuesday,May,Late Night,Weekday,Mumbai,3.09,5.1,Bike,15,1.1,0.0,0.0,36.35,Short (0-5 km),Low (≤₹50),No Driver Available,,,DR5317,CUST28943
RIDE107929,2024-02-27 04:22:00,2024-02-27,04:22:00,4,Tuesday,February,Late Night,Weekday,Pune,12.23,28.6,Bike,15,1.1,0.0,0.0,25.66,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR4224,CUST43774
RIDE107930,2024-06-04 05:43:00,2024-06-04,05:43:00,5,Tuesday,June,Early Morning,Weekday,Hyderabad,3.57,9.6,Sedan,60,1.2,0.0,0.0,22.31,Short (0-5 km),Low (≤₹50),Cancelled,,,DR5953,CUST36096
RIDE107931,2024-01-02 04:21:00,2024-01-02,04:21:00,4,Tuesday,January,Late Night,Weekday,Hyderabad,21.13,47.1,Sedan,60,1.2,410.34,19.42,26.92,Long (15-30 km),Premium (₹300+),Completed,UPI,3.0,DR3213,CUST28305
RIDE107932,2024-05-05 13:46:00,2024-05-05,13:46:00,13,Sunday,May,Afternoon,Weekend,Mumbai,4.9,6.4,SUV,100,1.2,223.56,45.62,45.94,Short (0-5 km),High (₹150-300),Completed,UPI,5.0,DR5884,CUST75076
RIDE107933,2024-06-16 07:00:00,2024-06-16,07:00:00,7,Sunday,June,Early Morning,Weekend,Delhi,17.29,34.5,Mini,40,1.0,25.0,1.45,30.07,Long (15-30 km),Low (≤₹50),Cancelled,,,DR1218,CUST83192
RIDE107934,2024-05-04 13:52:00,2024-05-04,13:52:00,13,Saturday,May,Afternoon,Weekend,Kolkata,12.95,24.7,Premium,150,1.2,564.9,43.62,31.46,Medium (5-15 km),Premium (₹300+),Completed,Cash,5.0,DR5755,CUST93615
RIDE107935,2024-06-15 06:46:00,2024-06-15,06:46:00,6,Saturday,June,Early Morning,Weekend,Hyderabad,13.64,25.4,SUV,100,1.2,426.48,31.27,32.22,Medium (5-15 km),Premium (₹300+),Completed,UPI,4.0,DR1645,CUST19146
RIDE107936,2024-06-22 02:32:00,2024-06-22,02:32:00,2,Saturday,June,Late Night,Weekend,Mumbai,4.38,23.1,Sedan,60,1.2,0.0,0.0,11.38,Short (0-5 km),Low (≤₹50),No Driver Available,,,DR2368,CUST36818
RIDE107937,2024-04-10 06:30:00,2024-04-10,06:30:00,6,Wednesday,April,Early Morning,Weekday,Pune,23.33,57.6,Mini,40,1.0,260.91,11.18,24.3,Long (15-30 km),High (₹150-300),Completed,UPI,4.0,DR7128,CUST22781
RIDE107938,2024-01-29 12:15:00,2024-01-29,12:15:00,12,Monday,January,Afternoon,Weekday,Ahmedabad,11.84,28.2,Auto,25,1.0,105.35,8.9,25.19,Medium (5-15 km),Medium (₹50-150),Completed,Card,5.0,DR6797,CUST99186
RIDE107939,2024-04-25 20:15:00,2024-04-25,20:15:00,20,Thursday,April,Night,Weekday,Kolkata,8.96,18.2,Sedan,60,1.3,0.0,0.0,29.54,Medium (5-15 km),Low (≤₹50),Cancelled,,,DR1210,CUST42114
RIDE107940,2024-03-09 21:41:00,2024-03-09,21:41:00,21,Saturday,March,Night,Weekend,Bangalore,17.49,43.9,Premium,150,1.0,609.55,34.85,23.9,Long (15-30 km),Premium (₹300+),Completed,Card,3.0,DR3103,CUST62619
RIDE107941,2024-06-06 19:08:00,2024-06-06,19:08:00,19,Thursday,June,Evening Peak,Weekday,Ahmedabad,3.28,19.0,Sedan,60,2.0,242.6,73.96,10.36,Short (0-5 km),High (₹150-300),Completed,Cash,3.0,DR5954,CUST11846
RIDE107942,2024-01-05 18:45:00,2024-01-05,18:45:00,18,Friday,January,Evening Peak,Weekday,Ahmedabad,2.23,9.3,SUV,100,1.0,0.0,0.0,14.39,Short (0-5 km),Low (≤₹50),Cancelled,,,DR1060,CUST34434
RIDE107943,2024-05-25 07:38:00,2024-05-25,07:38:00,7,Saturday,May,Early Morning,Weekend,Chennai,14.59,36.8,Mini,40,1.2,214.72,14.72,23.79,Medium (5-15 km),High (₹150-300),Completed,UPI,4.0,DR8665,CUST83085
RIDE107944,2024-05-25 11:40:00,2024-05-25,11:40:00,11,Saturday,May,Morning Peak,Weekend,Kolkata,11.08,33.1,SUV,100,1.2,398.88,36.0,20.08,Medium (5-15 km),Premium (₹300+),Completed,Wallet,5.0,DR2498,CUST67894
RIDE107945,2024-01-17 06:56:00,2024-01-17,06:56:00,6,Wednesday,January,Early Morning,Weekday,Mumbai,13.21,26.9,Sedan,60,1.0,232.45,17.6,29.46,Medium (5-15 km),High (₹150-300),Completed,UPI,5.0,DR5781,CUST49083
RIDE107946,2024-02-14 23:10:00,2024-02-14,23:10:00,23,Wednesday,February,Late Night,Weekday,Delhi,23.99,50.3,Sedan,60,1.2,450.42,18.78,28.62,Long (15-30 km),Premium (₹300+),Completed,Cash,3.0,DR4979,CUST40189
RIDE107947,2024-01-10 01:41:00,2024-01-10,01:41:00,1,Wednesday,January,Late Night,Weekday,Mumbai,8.69,24.4,SUV,100,1.2,0.0,0.0,21.37,Medium (5-15 km),Low (≤₹50),No Driver Available,,,DR6420,CUST59201
RIDE107948,2024-01-01 06:01:00,2024-01-01,06:01:00,6,Monday,January,Early Morning,Weekday,Bangalore,14.42,40.8,Auto,25,1.0,127.7,8.86,21.21,Medium (5-15 km),Medium (₹50-150),Completed,Cash,4.0,DR9252,CUST74273
RIDE107949,2024-06-13 05:01:00,2024-06-13,05:01:00,5,Thursday,June,Early Morning,Weekday,Bangalore,20.76,52.4,Mini,40,1.1,261.49,12.6,23.77,Long (15-30 km),High (₹150-300),Completed,Cash,5.0,DR3821,CUST52675
